context,target_word,label
"Используя как современные методы, так и народные средства, мы целим и тело, и дух.",целим,15
"И что некоторые библиотекари (явно намекая на Гелю), целят в старшие, но увы: у них ни опыта, ни квалификации, чтобы справиться с такой ответственной работой,",целят,14
"Тем более, поговаривают, здесь в одном из заповедников научились разводить хубару в неволе. Вот арабы туда и целят. Точнее, Роберт целит.",целят,14
Все это мы видели в кино: рыцари на полном скаку целят друг в друга копьями.,целят,14
"Твои врачующие плети Меня и губят, и целят.",целят,15
"И сушат и целят материнские слезы детище, глядя по тому, отчего они льются.",целят,15
"Не целят корни и травы Марью Гавриловну, нет ни малого от них облегченья.",целят,15
"А в наш наукоград Королев, руководят которым, естественно, пэтэушники",королев,16
"Но Королев, впервые увидев «Ястреб», закричал: «Что за мотня висит на причинном месте!",королев,16
"В отличие от «макаренковцев» московские историки педагогики — Федор Королев, Захар Равкин, а потом и Михаил Богуславский — всемерно поддерживали главный гуманистический вектор педагогических устремлений Сухомлинского.",королев,16
"Именно такие лица можно наблюдать у королев красоты, получавших в последние годы титулы «Мисс Мира» или «Мисс Вселенная»",королев,17
"Вспомним историю казненных королев, которые, умирая, благословляли своих палачей",королев,17
"Белый траур французских королев включал и длинную белую вуаль, которую накидывали и на лицо",королев,17
"Когда вчера сотрудники УВД Королева приехали к складам, на входе их встретил кордон охраны",королева,16
"Еще панорама — окраины подмосковного Королева, бывших Подлипок",королева,16
"Неподалеку от нашего наукограда Королева есть село, которое называется Оболдино",королева,16
"Королева София — женщина очаровательная, умная, тонкая, организованная, воплощение женского и королевского достоинства",королева,17
"Королева очень сосредоточенно слушала, плакала, а король засыпал",королева,17
Королева Елизавета вручит ему награду за огромный вклад в развитие британской киноиндустрии,королева,17
"Именно здесь, в городе Королеве, создан первый в мире искусственный спутник Земли",королеве,16
В подмосковном Королеве на научно-производственном предприятии «Инкар-М» выпускаются уникальные самоходные кресла-коляски для инвалидов,королеве,16
"В юбилейные дни появится много статей, фильмов и телепередач об академике С.П. Королеве и космонавтике",королеве,16
"Вера Васильевна Горностаева была более эмоциональна: «Низкий поклон чародейке, королеве музыкальной гостиной — Ирине Архиповой.",королеве,17
"Целые народы подобны королеве Анне, вдове из шекспировского «Ричарда III», — их гнев недолговечен, воля не стойка, память слаба — и они всегда будут рады отдаться победителю",королеве,17
"Я в драмкружке в «Снежной королеве» ворона играл, мне в воробья будет даже легче превращаться",королеве,17
Мы с большим интересом слушали увлекательный рассказ Марины Королевой о космических исследованиях,королевой,16
Все вопросы были адресованы лично Королевой Кате,королевой,16
Фотография Кати Королевой висела на доске почёта,королевой,16
Королевой фигурного катания по праву можно назвать москвичку Ирину Слуцкую,королевой,17
"На поминальной службе король с королевой, как и священник, сидели лицом к публике",королевой,17
"Раз я стала королевой этой страны, то народ, который здесь живет, мне больше не чужой",королевой,17
С.П. Королеву принадлежит заслуга в практическом освоении космоса,королеву,16
Все сотрудники с огромным уважением относились к Королеву,королеву,16
"Петьке Королеву передай, что я жду его завтра на хоккее",королеву,16
"Ленин указывал, что Великая французская революция казнила короля и королеву, но не тронула дофина",королеву,17
"Королеву жаль, а короля почему-то не жаль",королеву,17
Снежную королеву вот на каникулы задавали — еле — еле прочитал…,королеву,17
"Королевы уже много лет живут в этом доме, эта семья довольно противная",королевы,16
В прошлую субботу Королевы праздновали день рождения дочери,королевы,16
Королевы первыми в нашем подъезде сделали современный ремонт,королевы,16
По приказу коварной королевы ее придворный парфюмер Рене колдовал над особыми снадобьями для перчаток,королевы,17
"И все из-за королевы Елизаветы II, которая всегда любила прогуливать своих собачек в Виндзорском парке",королевы,17
Я про Британскую империю времен королевы Виктории.,королевы,17
"Технически мошка - это муха, но без крыльев.",мошка,18
Меня укусило какое-то насекомое (предположительно мошка).,мошка,18
"Я полностью сознавал, что передо мной собиралось развернуться что-то трансцендентальное - мошка, которая охраняла другой мир.",мошка,18
"Малышня почти прозрачная, умеет летать, выглядит как мошка.",мошка,19
"В обычной жизни вокруг нас почти всегда есть какие-то насекомые - комары, бабочки, мошка.",мошка,19
"Весной и осенью - дожди, непролазная грязь, в которой застревает техника, летом - жара, пыль «столбом» и мошка, которая забивается везде, где можно.",мошка,19
"Она заметила мошку, ползающую по стене в ванной комнате.",мошку,18
"Я заметил маленькую мошку, парящую возле грязной посуды.",мошку,18
"В некоторый момент, однако, я заметил мошку, летавшую перед моими глазами.",мошку,18
Устройство массово привлекает мошку светом специальной ультрафиолетовой лампы и уничтожает насекомых с помощью электрического разряда.,мошку,19
"Всевозможные репеллентные браслеты, ультразвуковые отпугиватели, электрические уничтожители насекомых, специальная защитная одежда, а также отпугивающие мошку дымовые шашки и спирали - все это иногда дает на практике неплохой эффект, однако создает перед потребителем проблему выбора.",мошку,19
"После их нанесения на коже или одежде остается небольшое количество химического вещества-репеллента, отпугивающего комаров, москитов, мошку и (или) клещей - в зависимости от назначения препарата.",мошку,19
"Во-вторых, за это время его могут облюбовать мухи и мошки.",мошки,18
"Их поход испортился, когда кровососущие мошки проникли в их палатку.",мошки,18
"В отличии от комаров, мошки обычно не кусают через одежду.",мошки,18
"Повышение температуры означает увеличение числа мошки, и соответственно они питаются чаще.",мошки,19
"Следует иметь в виду, что лампы от насекомых - это весьма эффективные средства для уничтожения именно летающих насекомых: комаров, мух, мотыльков и прочей мошки.",мошки,19
"В Антарктиде практически нет насекомых, существуют лишь три вида мошки, но миллионы лет назад этот континент был намного теплее.",мошки,19
"Кем они ни бывают здесь - тигром, или львом, или волком, или вепрем, или червем, или крылатым насекомым, или слепнем, или мошкой, - тем они и становятся вновь.",мошкой,18
"Я залип и любовался мошкой, пролетавшей перед окном",мошкой,18
"Исходная восточная доктрина предполагает, что в результате перевоплощения человек может оказаться в следующей жизни собакой, коровой или мошкой - что, естественно, менее привлекательно, чем то, что сулят рассуждения о каком-то более полно реализованном человеческом потенциале .",мошкой,18
"Хищные орхидеи действительно существуют, однако они питаются паучками, мошкой и прочими насекомыми, залетающими в их цветки.",мошкой,19
"Использование системы туманообразования обеспечит высокую степень пульверизации и однородные капли с добавлением естественных инсектицидов, что гарантирует оптимальные результаты в борьбе с комарами, мошкой и различными насекомыми.",мошкой,19
"Она так же помогает бороться с назойливой мошкой, комарами и мухами, подавляет деятельность патогенных организмов, вызывающих неприятный запах.",мошкой,19
"Он попытался попасть по мошке, но полностью промахнулся.",мошке,18
"Я по одной мошке хватаю, а он ловит их сразу сотнями!",мошке,18
"Вот ведь и узники пустозерские в смрадном своем заключении радовались, как малые дети, и клочку синего неба в оконце, и дикой утице, или гусю, или иной какой птице, мелькнувшей в отдали, и месяцу двурогому, и звездочке, и мошке или травинке, взметенной выспрь ветром.",мошке,18
Летней мошке не расскажешь про лед - она ограничена временем своей жизни.,мошке,19
"на окна поставить москитные сетки, чтобы устранить возможность залететь мошке с улицы",мошке,19
"Там их привязали к столбам, обмазали их тела медом и оставили на съедение мошке, слепням, комарам и прочим насекомым, что обитали в тех местах.",мошке,19
